preschool,address,city,state,zip,provider_type,license_number,license_status_in_cdss_2025_export,licensed_capacity,phone,license_first_date,elfa_network_member,preschool_screening_rating,rating_basis,rating_limitations,address_source,cdss_facility_detail_url,cdss_dataset_url,elfa_directory_url,cdss_export_data_date,elfa_directory_access_date,latitude,longitude,geocode_matched_address,geocode_match_method,geocode_source,geocode_data_as_of
"Kinderhaus, A German International Preschool",198 Waterville Street,San Francisco,CA,94124,DAY CARE CENTER,384002638,LICENSED,18,(415) 335-9306,8/17/2015,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002638,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7325282,-122.4024978,198 WATERVILLE ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
L'Academy Preschool SF-Cpmc,1040 Geary Street,San Francisco,CA,94109,SINGLE LICENSED CHILD CARE CENTER,384004895,LICENSED,19,(415) 757-0556,8/1/2024,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004895,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7860517,-122.4205661,1040 GEARY ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
L'Academy Preschool SF-Hayes Valley 2,42 Waller Street,San Francisco,CA,94102,SINGLE LICENSED CHILD CARE CENTER,384004947,LICENSED,53,(415) 980-9855,2/14/2025,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004947,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7720405,-122.4243818,42 WALLER ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
La Piccola Scuola Italiana,851 Tennessee Street,San Francisco,CA,94107,DAY CARE CENTER,384002595,LICENSED,64,(415) 558-9006,11/12/2014,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002595,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7610225,-122.3892391,851 TENNESSEE ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
La Scuola International School,728 - 20Th Street,San Francisco,CA,94107,DAY CARE CENTER,384002073,LICENSED,100,(415) 558-9006,9/15/2010,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002073,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7606811,-122.389199,728 20TH ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Lakeside Presbyterian Church Nursery School,201 Eucalyptus Drive,San Francisco,CA,94132,DAY CARE CENTER,380500371,LICENSED,75,(415) 564-5044,9/12/1974,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380500371,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7307755,-122.4751942,201 EUCALYPTUS DR,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Language In Action - SF,301 Euclid Avenue,San Francisco,CA,94118,DAY CARE CENTER,384002044,LICENSED,20,(415) 310-1335,9/10/2010,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002044,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7839368,-122.4509393,301 EUCLID AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Language In Action - SF,1 Miley Street,San Francisco,CA,94123,DAY CARE CENTER,384002045,LICENSED,15,(415) 683-9017,9/10/2010,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002045,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7973595,-122.4450278,1 MILEY ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Language In Action-Noe Valley Ministry (Ps),1021 Sanchez Street,San Francisco,CA,94114,DAY CARE CENTER,384002479,LICENSED,49,(415) 310-1335,9/30/2014,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002479,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7528245,-122.4294288,1021 SANCHEZ ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Laurel Heights Child Development Center(Ps),2675 Geary Blvd. Suite 400,San Francisco,CA,94118,DAY CARE CENTER,384004176,LICENSED,110,(415) 490-5204,12/2/2019,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004176,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7820803,-122.4465758,2675 GEARY BLVD,Exact DataSF address; source ZIP differs,DataSF Enterprise Addressing System,2026-09-21
Laurel Hill Nursery School,401 Euclid Avenue,San Francisco,CA,94118,DAY CARE CENTER,380504783,LICENSED,59,(415) 751-8784,12/10/1986,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380504783,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7837995,-122.4527295,401 EUCLID AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
"Learning Bridge Preschool, The",1050 Kirkham Street,San Francisco,CA,94122,SINGLE LICENSED CHILD CARE CENTER,384004834,LICENSED,26,(415) 753-1802,10/10/2024,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004834,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7602414,-122.4722089,1050 KIRKHAM ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Letterman Digital Arts Ccc (Preschool),"1 Letterman Dr., Bldg. B",San Francisco,CA,94129,DAY CARE CENTER,384001491,LICENSED,72,(415) 746-5444,7/11/2005,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001491,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7979552,-122.4495086,"1 LETTERMAN DR, SAN FRANCISCO, CA, 94129",US Census address match,US Census Geocoder Public_AR_Current,2026-09-22
Little Angels Japanese Preschool,2545 Judah Street,San Francisco,CA,94122,DAY CARE CENTER,384004486,LICENSED,12,(415) 564-6123,7/26/2022,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004486,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7610242,-122.4895381,2545 JUDAH ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Little Angels Nursery School,610-A Cortland Avenue,San Francisco,CA,94110,DAY CARE CENTER,384002696,LICENSED,20,(415) 722-7476,12/15/2016,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002696,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7387929,-122.4155722,610 CORTLAND AVE,DataSF normalized street match,DataSF Enterprise Addressing System,2026-09-21
